From;To;Datetime;Message-ID;In-Reply-To;Subject;Content;Label
j.parker@ziegler-cat.com;j.snyder@ziegler-cat.com;19.01.2019 13:05:00;592426.582566@ziegler-cat;319585.373256@ziegler-cat;Re:Re: Application Receptionist;"Hello Mr. Snyder,

perfect, I'll let her know - if anything changes, I will notify you.

Best,
Jessica Parker";3
j.parker@ziegler-cat.com;o.jones@freemail.com;19.01.2019 14:20:00;565832.998752@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Miss Jones,

thank you for your application and your patience.
We screened your application and would be happy if you choose to work with us. You could start next wednesday at 07:00am for a two week trial period. If everything works fine, we will make a fixed contract. The head of the Facility Management Team, Mister Snyder will pick you up in the lobby.
Please let me know if this works for you.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
o.jones@freemail.com;j.parker@ziegler-cat.com;19.01.2019 15:01:00;601287.894591@freemail;565832.998752@ziegler-cat;Re:Your Application at Ziegler-Cat;"Dear Ms Parker,

thank you so much for your consideration - I am happy to tart working with your company. I will be there next Monday.

Best regards,
Olivia Jones";4
bob.mueller@onemail.com;office@ziegler-cat.com;14.03.2019 09:10:00;728435.285352@onemail;;Application as Social Media Marketer;"Dear sir or madam,

I hereby would like to apply for the position of a social media marketer. I have been collecting experiences in that branche for 5 years now and I would be happy to work for your company. I am experienced with Facebook/Instagram marketing, Google Advertisement and TikTok Marketing. Please find my details attached to this mail.

I would be happy about your consideration!
Best regards
Bob Mueller";1
j.parker@ziegler-cat.com;bob.mueller@onemail.com;14.03.2019 09:11:00;477469.231054@ziegler-cat;728435.285352@onemail;Your Application at Ziegler-Cat;"Dear Mr. Davies,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.parker@ziegler-cat.com;f.brown@ziegler-cat.com;18.03.2019 08:00:00;291277.198343@ziegler-cat;;Application Social Media;"Hey Francesca,

We received an application for the open social media marketer position. He seems to be very experienced, you can find his details below.

Best,
Jessi";3
f.brown@ziegler-cat.com;j.parker@ziegler-cat.com;19.03.2019 11:31:00;697666.308886@ziegler-cat;291277.198343@ziegler-cat;Re:Application Social Media;"Hey Jessi,

that's so cool! We were looking for quite some time. Do you know if he has experience with google ads as well? Other than that, his resume looks fine!

Thanks and best regards
Francesca";3
j.parker@ziegler-cat.com;f.brown@ziegler-cat.com;20.03.2019 09:40:00;421126.914763@ziegler-cat;697666.308886@ziegler-cat;Re:Re:Application Social Media;"Hey Francesca,
yes - he also worked with google ads.

Best,
Jessi";3
f.brown@ziegler-cat.com;j.parker@ziegler-cat.com;20.03.2019 09:55:00;313754.254688@ziegler-cat;421126.914763@ziegler-cat;Re:Re:Re:Application Social Media;Alright, looks good - let's invite him. How about next monday 15:00?;3
j.parker@ziegler-cat.com;f.brown@ziegler-cat.com;20.03.2019 10:31:00;227219.325134@ziegler-cat;313754.254688@ziegler-cat;Re:Re:Re:Re:Application Social Media;"I'll propose it to the candidate and get back to you when I know more.

Best,
Jessi";3
j.parker@ziegler-cat.com;bob.mueller@onemail.com;20.03.2019 11:33:00;711712.846982@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Mister Mueller,

we have screened your application and would like to get to know you in person. Therefore we want to invite you to our headquarters on next monday at 15:00. Would this schedule work for you?

Thank you and best regards

Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
bob.mueller@onemail.com;j.parker@ziegler-cat.com;20.03.2019 13:48:00;138226.754226@onemail;711712.846982@ziegler-cat;Re: Your Application at Ziegler-Cat;"Dear Ms Parker,

thank you for your email! Yes, that day works fine for me. I am happy to meet you in person.

Sincerely,
Bob Mueller";4
j.parker@ziegler-cat.com;bob.mueller@onemail.com;21.03.2019 09:44:00;689479.391474@ziegler-cat;138226.754226@onemail;Re:Re: Your Application at Ziegler-Cat;"Dear Mister Mueller,

we are happy to meet you soon, please come to the lobby shortly before 15:00 where my assistant Ms. Flatcher will pick you up. Should you have any questions, please don't hestitate to ask. Also, please find attached an .ical file for your digital celandar.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
f.brown@ziegler-cat.com;j.parker@ziegler-cat.com;26.03.2019 09:05:00;239609.878709@ziegler-cat;;Today's interview;"Hey Jessi,
today's interview with mister Mueller was great. We would really like him to work with us!

Best,
Francesca";3
j.parker@ziegler-cat.com;f.brown@ziegler-cat.com;26.03.2019 10:44:00;722527.170074@ziegler-cat;239609.878709@ziegler-cat;Re: Today's interview;"I was also impressed, we will offer the job to him!

Best,
Jessi";3
j.parker@ziegler-cat.com;bob.mueller@onemail.com;28.03.2019 09:11:00;286160.681680@ziegler-cat;;Job Offer;"Dear Mister Mueller,

we are happy to have met you in person. We liked your presentation and your experience a lot and would therefore want to offer you the job. Attached to this mail, you can find all the details. Please let us know how you decide - if you choose to work with us, please sign the attached PDF and send it back. Your first day of work would be the first day of next month.

Best regards,
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
bob.mueller@onemail.com;j.parker@ziegler-cat.com;28.03.2019 10:01:00;308557.944896@onemail;286160.681680@ziegler-cat;Re: Job Offer;"Dear Ms. Parker,

Thank you so much for your nice words and the offer. I would like to accept it - please find the signed PDF attached. Happy to be on board!

Best regards
Bob Mueller";4
kyle.walker@outlook.com;office@ziegler-cat.com;22.06.2019 11:23:00;954111.636014@outlook;;Application Plant Medic;"Dear sir or madam,

I hereby would like to apply for the position of plant medic in the south east plant.
I have been working as a plant medic during the last 10 years for two different companies and I would be exiting to work with you.

Best regards
Kyle Walker";1
j.parker@ziegler-cat.com;kyle.walker@outlook.com;22.06.2019 11:24:00;407803.559551@ziegler-cat;954111.636014@outlook;Your Application at Ziegler-Cat;"Dear Mr. Davies,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.parker@ziegler-cat.com;d.eisenhower@ziegler-cat.com;25.06.2019 10:19:00;439639.714944@ziegler-cat;;Plant Medic Application;"Hi David,
we received an application for a plant medic at your plant - please find his details below. He seems to be well qualified.

Best regards
Jessica";3
d.eisenhower@ziegler-cat.com;j.parker@ziegler-cat.com;25.06.2019 13:44:00;680360.641546@ziegler-cat;439639.714944@ziegler-cat;Re: Plant Medic Application;"Hi Jessica,

thank you for the mail. I think I heard something that another medic is already in the interview stage. Maybe you could clarify that before we screen his application?

Thanks and best regards
David";3
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;25.06.2019 15:01:00;129093.866209@ziegler-cat;;South East Plant Plant Medic?;"Hi Cindy,
do you know something about a plant medic for the south east plant who is in interview stage?
David Eisenhower told me that he heard something.

Thanks,
Jessi";3
c.mueller@ziegler-cat.com;j.parker@ziegler-cat.com;25.06.2019 16:44:00;634076.464081@ziegler-cat;129093.866209@ziegler-cat;Re: South East Plant Plant Medic?;"Hi Jessi,
David is right - we are currently working on the contract for the new plant medic. As soon as everything is finished (propably today in the afternoon), we will close the job advertisement on the website.

Best,
Cindy";3
c.mueller@ziegler-cat.com;j.parker@ziegler-cat.com;26.06.2019 15:44:00;236245.214807@ziegler-cat;634076.464081@ziegler-cat;Re: Re: South East Plant Plant Medic?;"Hi Jessi,

just wanted to let you know that the hiring process of the plant medic is done.

Best, Cindy";3
j.parker@ziegler-cat.com;c.mueller@ziegler-cat.com;27.06.2019 09:22:00;931093.950526@ziegler-cat;236245.214807@ziegler-cat;Re: Re: Re: South East Plant Plant Medic?;"Hi Cindy,
thank you for the info!
Best,
Jessi";3
j.parker@ziegler-cat.com;d.eisenhower@ziegler-cat.com;27.06.2019 10:43:00;668558.734249@ziegler-cat;680360.641546@ziegler-cat;Re: Re: Plant Medic Application;"Hello David,

you were right, a plant medic has been hired today - please forget about the application I forwarded you in the last mail.

Best regards
Jessica";3
j.parker@ziegler-cat.com;kyle.walker@outlook.com;27.06.2019 08:12:00;109436.337109@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Mr. Walker,

thank you so much for your patience and your application. Unfortunately the position you applied for has already been staffed and currently no other plant medic positions are open at this time.

We wish you all the best for your future career!

Jessica Parker
Junior Associate Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
frank.garcia@hotmail.net;office@ziegler-cat.com;02.08.2018 19:35:00;409674.546260@hotmail.net;;Application as excavator operator;"Dear sir or madam,
I would like to apply for the position as excavator operator which is posted on your website. Please find my application documents attached to this mail.

I am looking forward to hearing from you!
Best regards
James";1
j.nielsen@ziegler-cat.com;frank.garcia@hotmail.net;02.08.2018 19:36;961161.654719@ziegler-cat;409674.546260@hotmail.net;Your Application at Ziegler-Cat;"Dear Mr. Garcia,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.nielsen@ziegler-cat.com;f.hill@ziegler-cat.com;04.08.2018 08:04;509593.804089@ziegler-cat;;Application Excavator Operator;"Hello Frank,
we received an application as excavation operator. Please find his data attached, the candidate seems suitable for the job.

Best,
Johanna";3
f.hill@ziegler-cat.com;j.nielsen@ziegler-cat.com;04.08.2018 09:03;593564.766550@ziegler-cat;509593.804089@ziegler-cat;Re: Application Excavator Operator;"Hi Johanna,
I am not responsible anymore for the recruiting of excavator operators. Thomas Jackson is now my predecrssor in that position.

Best regards,
Frank Hill ";3
j.nielsen@ziegler-cat.com;f.hill@ziegler-cat.com;05.08.2018 09:01;308689.898170@ziegler-cat;593564.766550@ziegler-cat;Re:Re: Application Excavator Operator;"Hello Frank,

thanks for the information - I will forward the application accordingly.

Best,
Johanna";3
j.nielsen@ziegler-cat.com;t.jackson@ziegler-cat.com;05.08.2018 14:31;514104.957899@ziegler-cat;;Application Excavator Operator;"Hello Thomas,

we have received an application for an excavation operator. We screened the application and mister Garcia seems to be well qualified. Please find his details attached. What do you think?

Best,
Johanna";3
t.jackson@ziegler-cat.com;j.nielsen@ziegler-cat.com;06.08.2018 08:01;741158.495253@ziegler-cat;514104.957899@ziegler-cat;Re: Application Excavator Operator;"Hi Johanna,
that's good news - we've been looking quite some time! Yes, the profile looks great. Let's invite him for a trial period first?

Best,
Thomas";3
j.nielsen@ziegler-cat.com;t.jackson@ziegler-cat.com;06.08.2018 08:07;293001.652761@ziegler-cat;741158.495253@ziegler-cat;Re:Re: Application Excavator Operator;"Hi Thomas,

perfect, I'll tell the candidate. When could his trial period start?

Johanna";3
t.jackson@ziegler-cat.com;j.nielsen@ziegler-cat.com;06.08.2018 09:35;360061.286976@ziegler-cat;293001.652761@ziegler-cat;Re:Re:Re: Application Excavator Operator;"Hi Johanna,
we're starting a new site next week, so next Tuesday would be perfect.

Best,
Thomas";3
j.nielsen@ziegler-cat.com;t.jackson@ziegler-cat.com;06.08.2018 09:41;186777.550324@ziegler-cat;360061.286976@ziegler-cat;Re:Re:Re:Re: Application Excavator Operator;"Hi Thomas,
alright - I'll forward the information.

Best,
Johanna";3
j.nielsen@ziegler-cat.com;frank.garcia@hotmail.net;06.08.2018 09:56;384310.807711@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Mister Garcia,

thank you for your application and your patience!
We have completed screening your application and we're happy to invite you for a trial period of one week. The period would start next tuesday.

Your responsible manager is Mr. Thomas Jackson (t.jackson@ziegler-cat), he will contact you with all necessary information.

If you have any questions, please do not hestitate to contact either me or Mister Jackson.
We're looking forward to getting to know you!

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
frank.garcia@hotmail.net;j.nielsen@ziegler-cat.com;06.08.2018 13:21;870969.714689@hotmail.net;384310.807711@ziegler-cat;Re: Your Application at Ziegler-Cat;"Dear Ms. Nielson,

thank you for the positive feedback! The proposed timeframe works well for me and I am looking forward to the trial period.

Sincerely,
Frank Garcia";4
e.johnson@live.com;office@ziegler-cat.com;13.10.2018 22:11;492744.673104@live;;Application as System Engineer;"Dear sir or madam,

my name is Emanuelle Johnson and I would like to apply for the position as system engineer. My academic and professional experiences qualify me well for the job and I would be happy to work with your company.

My resume, motivation letter and further documents are attached to this mail.
I would be happy about the possibility to introduce myself in person.

Best regards,
Emanuelle Johnson";1
j.nielsen@ziegler-cat.com;e.johnson@live.com;13.10.2018 22:12;405958.571771@ziegler-cat;492744.673104@live;Re: Application as System Engineer;"Dear Ms. Johnson,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.nielsen@ziegler-cat.com;o.schneider@ziegler-cat.com;15.10.2018 08:11;925988.226470@ziegler-cat;;Applicant System Engineer;"Hello Oscar,
we have a promising application for the position as System Engineer. I have attached her documents below, what do you think?

Best,
Johanna";3
o.schneider@ziegler-cat.com;j.nielsen@ziegler-cat.com;15.10.2018 08:27;856442.656528@ziegler-cat;925988.226470@ziegler-cat;Re: Applicant System Engineer;"Hi Johanna,
yes, her profile looks to be perfectly suited for the position. I would like to get to know her in person!

Best,
Oscar";3
j.nielsen@ziegler-cat.com;o.schneider@ziegler-cat.com;15.08.2018 09:01;569430.980247@ziegler-cat;856442.656528@ziegler-cat;Re:Re: Applicant System Engineer;"Hi Oscar,
ok - we will invite her. How about next Thursday at 11:15am?

Best,
Johanna";3
o.schneider@ziegler-cat.com;j.nielsen@ziegler-cat.com;15.08.2018 09:02;709135.387078@ziegler-cat;569430.980247@ziegler-cat;Re:Re:Re: Applicant System Engineer;"Hello Johanna,

that works for me. Just let me now when it is fixed.

Oscar";3
j.nielsen@ziegler-cat.com;e.johnson@live.com;15.08.2018 09:10;310934.285561@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Ms Johnson,

thank you for you application and your patience. After having screened your documents, we would like to get to know you in person. For this reason we want to invite you to our headquarter next Thursday at 11:15am.

Please let us know if this date works for you, we are happy to hearing from you.


Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
e.johnson@live.com;j.nielsen@ziegler-cat.com;15.08.2018 09:33;738093.755030@live;310934.285561@ziegler-cat;Re: Your Application at Ziegler-Cat;"Dear Ms. Nielsen,
thank you for the feedback and invitation. The proposed date is fine for me - I am looking forward to meet you in person.

Yours sincerely,
Emanuelle Johnson";4
j.nielsen@ziegler-cat.com;e.johnson@live.com;15.08.2018 10:21;745420.364655@ziegler-cat;738093.755030@live;Re:Re: Your Application at Ziegler-Cat;"Dear Ms. Johnson,

we are happy to meet you next Thursday at 11:15am. Please be at the lobby shortly before that time, my assistant Ms. Flatcher will pick you up. Attached to this mail you can also find an .ical file for your digital calendar.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.
";4
j.nielsen@ziegler-cat.com;o.schneider@ziegler-cat.com;15.08.2018 10:25;607998.757990@ziegler-cat;709135.387078@ziegler-cat;Re:Re:Re:Re: Applicant System Engineer;"Hi Oscar,

the interview on next Thursday at 11:15am is fixed.

Best,
Johanna";3
o.schneider@ziegler-cat.com;j.nielsen@ziegler-cat.com;15.08.2018 10:44;899645.273274@ziegler-cat;607998.757990@ziegler-cat;Re:Re:Re:Re:Re: Applicant System Engineer;"Thanks for the info!

Best,
OS";3
o.schneider@ziegler-cat.com;j.nielsen@ziegler-cat.com;21.08.2018 13:11;216823.461681@ziegler-cat;;System Engineer - Johnson;"Hi Johanna,
I was really impressed by Miss Johnsons presentation today. We would be happy to have her in our team!

Best,
Oscar";3
j.nielsen@ziegler-cat.com;e.johnson@live.com;21.08.2018 15:05;434050.218432@ziegler-cat;;Job Offer;"Dear Ms. Johnson,

we were happy to meet you in person and were impressed by your presentation. Therefore we would like to offer you the position you applied for. The points regarding the contract we discussed during the interview can be found in the attached contract. Please read it through, sign it and send it back to me if you want to accept the offer. Should any questions pop up, please don't hestitate to ask me anytime.

Thank you and best regards

Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
e.johnson@live.com;j.nielsen@ziegler-cat.com;21.08.2018 16:37;437015.691853@live;434050.218432@ziegler-cat;Re: Job Offer;"Dear Ms. Nielsen,

thank you for your kind words and the offer. I want to accept the conditions, please find the signed contract attached to this email.

Best regards
Emanuelle Johnson";4
j.nielsen@ziegler-cat.com;e.johnson@live.com;22.08.2018 08:44;318992.852098@ziegler-cat;437015.691853@live;Re:Re: Job Offer;"Dear Ms. Johnson,

thank you for the document, we are happy to have you on board!
As outlined in the contract, your first day of work will be the first day of the next month.
Mister Schneider (o.schneider@ziegler-cat.com) will get in contact with you to give you more information about your future position.

All the best!

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
l.rodriguez@gmail.com;office@ziegler-cat.com;02.01.2019 12:33;688455.657692@gmail;;Application as Accountant;"Dear sir or madam!
I would like to apply for the poition as accountant as posted on your webpage. I have been working for two global companies before and acquired the certification of CFA last year. Therefore, I consider myself to be qualified for the job and would be happy if you consider my application.

Sincerely,
Leon Rodriguez";1
j.nielsen@ziegler-cat.com;l.rodriguez@gmail.com;02.01.2019 12:34;144689.985827@ziegler-cat;688455.657692@gmail;Your Application at Ziegler-Cat;"Dear Mr. Rodriguez,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.nielsen@ziegler-cat.com;c.mueller@ziegler-cat.com;05.01.2019 08:10;466153.586045@ziegler-cat;;Accountant - Application;"Hello Cindy,

we have an applicant for the accountant position. Please have a look at the attached application documents.

Best,
Johanna";3
c.mueller@ziegler-cat.com;j.nielsen@ziegler-cat.com;05.01.2019 14:31;331568.211833@ziegler-cat;466153.586045@ziegler-cat;Re: Accountant - Application;"Hi Johanna,
does the candidate have a CFA? From his documents I cannot spot that detail. This is a requirement for the position.

Best,
Cindy";3
j.nielsen@ziegler-cat.com;c.mueller@ziegler-cat.com;06.01.2019 15:20;604002.817299@ziegler-cat;331568.211833@ziegler-cat;Re:Re: Accountant - Application;"Hi Cindy,

yes - Mister Rodriguez stated that he obtained the CFA last year.

Best,
Johanna";3
c.mueller@ziegler-cat.com;j.nielsen@ziegler-cat.com;06.01.2019 16:03;627991.350484@ziegler-cat;604002.817299@ziegler-cat;Re:Re:Re: Accountant - Application;"Hi Jonanna,
that's great, the rest of his application looks fine!

Best,
Cindy";3
j.nielsen@ziegler-cat.com;c.mueller@ziegler-cat.com;06.01.2019 17:04;545572.417020@ziegler-cat;627991.350484@ziegler-cat;Re:Re:Re:Re: Accountant - Application;"Hi Cindy,

ok - we will invite him. How about next Tuesday at 09:30am?

Best,
Johana";3
c.mueller@ziegler-cat.com;j.nielsen@ziegler-cat.com;07.01.2019 09:12;160994.109274@ziegler-cat;545572.417020@ziegler-cat;Re:Re:Re:Re:Re: Accountant - Application;"Hi Johanna,
let's make it 10:30am, I have an appointment before. Does that work for you too?

Best,
Cindy";3
j.nielsen@ziegler-cat.com;c.mueller@ziegler-cat.com;07.01.2019 09:33;984644.459989@ziegler-cat;160994.109274@ziegler-cat;Re:Re:Re:Re:Re:Re: Accountant - Application;"Hi Cindy,
yes 10:30am is also fine - I'll invite Mister Rodriguez.

Best,
Johanna";3
j.nielsen@ziegler-cat.com;l.rodriguez@gmail.com;07.01.2019 10:11;513512.255499@ziegler-cat;;Your Application at Ziegler-Cat;"Dear Mister Rodriguez,

thank you for your application and your patience. We have finished screening your application and would like to get to know you in person! For this reason, we would like to invite you to our headquarters next tuesday at 10:30am. 
Please let us know, if this date works for you.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
l.rodriguez@gmail.com;j.nielsen@ziegler-cat.com;07.01.2019 11:12;838571.115309@gmail;513512.255499@ziegler-cat;Re:Your Application at Ziegler-Cat;"Dear Ms. Nielsen,

thank you for the invitation - next tuesday works fine for me.
I am looking forward to meeting you in person!

Best regards,
Leon Rodriguez";4
j.nielsen@ziegler-cat.com;l.rodriguez@gmail.com;07.01.2019 14:33;284448.928455@ziegler-cat;838571.115309@gmail;Re:Re:Your Application at Ziegler-Cat;"Dear Mr. Rodriguez,

we are happy to meet you soon. Please be at the lobby shortly before the appointment - my colleague, Ms. Flatcher will pick you up there. Please find attached an .ical file for your digital calendar.

Should you have any questions, please do not hestitate to contact me.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
j.nielsen@ziegler-cat.com;l.rodriguez@gmail.com;17.01.2019 09:22;813129.966314@ziegler-cat;;Job Offer;"Dear Mister Rodriguez,

it was a pleasure to meet you in person! We would like to offer you the position you applied for. The details we discussed in the end of the interview can be found in the attached contract. If you want to accept the offer, please sign it and send it back to me.
Should you have any questions, plesae let me know.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
l.rodriguez@gmail.com;j.nielsen@ziegler-cat.com;17.01.2019 13:01;112590.629460@gmail;813129.966314@ziegler-cat;Re:Job Offer;"Dear Ms. Nielsen,

thank you for the offer which I would like to accept. Please find the signed contract below.

Best regards,
Leon Rodriguez";4
j.nielsen@ziegler-cat.com;l.rodriguez@gmail.com;17.01.2019 15:54;730977.838298@ziegler-cat;112590.629460@gmail;Re:Re:Job Offer;"Dear Mr. Rodriguez,

we're happy to have you on board! As outlined in the contract, your first day of work will be the first day of the next month. Ms. Mueller (c.mueller@ziegler-cat.com), the head of the finance department will contact you with further information. Should any questions appear, please feel free to contact either her or me.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";4
sarah.miller@outlook.com;office@ziegler-cat.com;13.02.2019 11:45;745241.487024@outlook;;Application as Test Engineer;"Dar sir or madam,

I would like to apply for the position of test engineer you have posted on your website.
Please find attached all my documents.

I would be happy to hear from you!
Best regards,
Sarah Miller";1
j.nielsen@ziegler-cat.com;sarah.miller@outlook.com;13.02.2019 11:46;424303.419817@ziegler-cat;745241.487024@outlook;Your Application at Ziegler-Cat;"Dear Ms. Miller,

thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application.

Thank you for your understanding.

Best regards
Johanna Nielsen
Senior Expert Human Resource and Employer Marketing

Ziegler Caterpillar
5300 Harbor Dr Sioux City,
IA 51111
(712) 252-4401.
office@ziegler-cat.com
CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.";2
j.nielsen@ziegler-cat.com;j.schwartz@ziegler-cat.com;14.02.2019 09:11;799825.463306@ziegler-cat;;Test Engineer Job;"Dear Joachim,

we received an application for the position as test engineer. Please have a look at the attached files. What do you think?

Best,
Johanna";3
j.schwartz@ziegler-cat.com;j.nielsen@ziegler-cat.com;14.02.2019 15:33;426748.238984@ziegler-cat;799825.463306@ziegler-cat;Re: Test Engineer Job;"Hi Johanna,
seeme like some attachments are missing?

Best,
Joachim";3
